91,141,172,192,200
524,810,1027,1189,1278
1496,1659,1754,1810,1820
2010,2111,2154,2164,2178
2478,2729,2969,3191,3393
3556,3669,3714,3752,3778
4215,4619,4973,5247,5443
5659,5842,5944,6002,6029
