18,18,19,19,22
385,700,903,1050,1144
1375,1412,1433,1459,1476
1621,1753,1808,1837,1860
2106,2291,2469,2615,2745
2968,3132,3238,3320,3379
3845,4306,4719,5038,5298
5561,5834,5954,6047,6098
