52,70,75,84,92
324,469,546,597,632
856,1053,1136,1193,1230
1476,1627,1707,1745,1781
1889,1978,2048,2109,2172
2315,2411,2455,2500,2538
2937,3304,3492,3624,3705
3864,4014,4073,4128,4193
